-0.5789 0.8991 1
0.5495 -0.0625 -1
-1.1109 0.0566 -1
1.6012 0.2493 1
-1.6233 0.1203 1
0.5742 -0.6076 -1
0.7225 0.0457 -1
-1.1427 -0.2017 -1
1.0302 -0.8901 1
-0.0206 -0.8977 1
0.396 0.0129 -1
0.0387 -0.1138 -1
-0.1739 0.1572 -1
1.3237 -0.2059 -1
-0.0585 0.97 1
-0.375 0.4058 -1
1.0564 -0.3878 -1
-1.5261 0.7462 1
-0.063 0.3439 1
-1.8667 -0.1067 1
-0.1993 -0.839 1
-1.3378 -0.1181 -1
-0.9732 -0.4936 -1
-0.2317 0.5141 -1
-2.0823 0.4039 1
-0.5987 -0.1536 -1
-1.5696 -0.8749 1
1.4634 0.6412 1
-1.92 0.865 1
0.5831 -0.2299 -1
0.5038 0.5122 -1
-2.2038 -0.8781 1
-1.5815 0.4172 1
-1.2829 0.2503 -1
-1.8168 -0.3953 1
-1.8052 -0.4936 1
1.7445 0.2132 1
-0.415 0.7293 1
0.4268 0.0997 -1
-1.1026 -0.2785 -1
-1.0264 -0.3314 -1
-0.181 0.1061 -1
-1.9059 -0.7811 1
-0.6609 0.0994 -1
-0.5113 0.2975 -1
-1.2044 -0.1034 -1
-0.3849 0.91 1
0.9278 -0.9492 1
-1.8944 0.443 1
1.136 0.5958 1
0.4314 0.3642 -1
-1.0882 -0.4192 -1
-0.5537 0.5175 -1
-0.9223 0.3477 -1
0.5259 -0.2249 -1
-1.9795 0.4199 1
0.9634 0.1794 -1
-0.8798 0.1938 -1
-0.7727 0.3711 -1
-1.0717 0.9323 1
-0.4386 -0.5837 -1
-1.0981 -0.017 -1
-0.8842 0.0861 -1
-2.4108 0.3867 1
0.3145 -0.6137 1
-0.9654 0.3224 -1
-0.1143 0.9154 1
-0.3039 -0.2701 -1
-0.3327 0.454 -1
-0.9897 -0.7427 1
0.488 -0.6988 1
-1.5178 0.1128 1
0.4926 -0.4089 -1
